,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,annual_inc_joint,dti_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,deferral_term,hardship_amount,hardship_length,hardship_dpd,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,settlement_amount,settlement_percentage,settlement_term,text_length,word_count,sentence_count,avg_word_length,sentiment_score,sentiment_confidence,financial_keyword_count,positive_word_count,negative_word_count,sentiment_balance,has_positive_words,has_negative_words,has_financial_terms,target
recoveries,-0.10599591550764771,,0.12732906447821815,0.1273311980224127,0.12728621923351624,0.1474893839755414,0.1263319006518332,0.015745158535221508,0.018407153811786828,0.018021297576370148,-0.06193098889873151,-0.06193039892705002,0.0512657209107995,-0.008827394157394718,-0.007471200161278401,0.033199305808036865,0.006595299129933601,0.02487241810286713,0.054059866593494404,0.04631731758995232,-0.1133137528144775,-0.11330137362623556,0.0037981841272829876,0.0037821000964358095,-0.11284010114769741,0.07625688896547603,0.06895576167481426,1.0,0.9737838417531713,-0.09091499584693362,-0.28696540210953747,-0.24492165456574438,0.0040326636856104475,-0.011606783662046604,,-0.007280082619292472,0.0041536822174546685,0.009815918567983875,-0.003591982994696925,0.010462640886727742,0.030683393860355755,-0.008167148571842022,-0.010942111840147942,0.008021400265431316,-0.03305033962783832,-0.003699144232766807,0.02376506688198107,0.01124903429549567,0.01202733096151525,-0.0054013831195475264,0.029426322084717894,0.0013719535932761907,-0.01668073845539258,-0.01773294720299844,0.007911911501687425,0.058781769530724115,-0.0022577757448754665,-0.03331974488630929,0.05446064067117338,0.005715274233483523,0.004685531530333744,0.010648512174886847,0.0005264166871226093,-0.02816884649095565,-0.0335298278933126,0.016882972430860718,-0.024762262704676553,0.005425760310785668,-0.033597398123732504,-0.0011974105952619965,0.007595904134069393,0.02947788433771017,0.041464443100131435,0.020327399359678044,0.03726060615372051,0.02687829445647702,0.029300379943425294,0.039221168087255225,0.04182625637785524,0.03282527847761733,0.002466378811811439,0.008588776245029586,0.007787514665955502,0.048832341981594515,0.0011008579042655615,0.05123361894386165,0.005381016526391392,0.0030951786678884725,0.006041522728762056,0.02939993965743034,-0.007738285391225308,0.022013895284771663,-0.0042479626919822615,-0.008137597220796796,-0.008137597220796796,-0.010364153550652762,-0.009906111199207701,-0.0010635810768598666,0.006415377645650728,-0.006251660465108522,-0.002654691677189768,-0.003243841615010498,-0.0033527885092269048,-0.003637322418170282,,0.01949133306174524,,0.006259910822470803,0.010882310018483768,0.02102344771326798,0.017714462009780853,0.35907908269774064,0.15737108652787443,-0.12100002889397762,0.012604246562640283,0.01249980516000273,0.011601570710022277,0.013658000911402872,0.004337493220474564,0.0043861527637691295,0.01002595693970953,0.00960209320449006,0.009460228291723683,-0.00327845652367694,0.0117211111748382,0.009501127118158844,0.011990582438501452,0.49847482029861434
collection_recovery_fee,-0.0945843926343397,,0.12416396388375758,0.12416603053636725,0.12411949203934733,0.13996952539227014,0.12257794191898926,0.015553348004323635,0.01902284160883987,0.018817528563351088,-0.05894420349984246,-0.05894366470881481,0.0482224192374203,-0.00894651299591059,-0.007506957272787565,0.03393985282433605,0.008104291679941698,0.024842219222238563,0.04932177077622362,0.04662029420557207,-0.10977032858945221,-0.10975833650970038,0.006898191329108574,0.0068803779764746815,-0.10700537272346212,0.07712985146060708,0.06954996943456818,0.9737838417531713,1.0,-0.08805449260861821,-0.2783149231976062,-0.23724119692879433,0.004666340581043407,-0.011103284053142216,,-0.006950126969405515,0.0037184078792667635,0.008888423212471136,-0.0029664939773611254,0.01145391384100857,0.031076308267128552,-0.008247753050823207,-0.007296022282674052,0.010132414558143902,-0.03173398617367259,-0.0024296044518197788,0.022968485867654806,0.012819857334376586,0.013798598329971032,-0.005337108651249304,0.02841097817354,0.0030810997624735456,-0.013407030489983936,-0.01548835724014634,0.010479937363833135,0.05945333714999436,-0.0017693547759933008,-0.03062519971071318,0.049801019288606044,0.005658815787569155,0.005043087219254874,0.011598309997807208,0.0018195838395412946,-0.029662529713930297,-0.03494073572281915,0.01700900350349614,-0.026041566204712343,0.005244787987806603,-0.03272395791468685,-0.0009983510628359341,0.0076179987617940445,0.029564701970415178,0.04146551679443538,0.021272523129948526,0.03570090144922377,0.0276626845722187,0.029991286246413427,0.03900898872046107,0.04165557122360669,0.033513485200658964,0.0021490508820386604,0.009172250409242275,0.008624697517409331,0.04977354437275304,0.0016833285624015472,0.04762886861436603,0.006591937457895971,0.0038856002660925607,0.007370802806246051,0.030483651915035232,-0.00614754545176416,0.023439586563361342,-0.004416324033574664,-0.007467558944360179,-0.007467558944360179,-0.010079454617444064,-0.00955374338937691,-0.0006508235926695666,0.00622216740523247,-0.005674249677691813,-0.0023232062562685185,-0.0031393284482793852,-0.003308928538325734,-0.002796904878240317,,0.016833889662500816,,0.006210583000423191,0.007234599254878163,0.019302787193857127,0.01710554031566407,0.37069913625855394,0.1631210523753515,-0.12407045065771785,0.00028775573155738677,0.0004664827395485206,0.0009767029711800239,0.00034199364319973904,0.0056692855102505645,0.004059661733621467,-0.0005135429138942049,0.00576012075439981,0.0013826837458626997,0.0020844224588416876,0.007597877243315819,0.0004022205761349688,-0.000615207210033027,0.48288705879624744
last_pymnt_amnt,-0.16097634851619258,,0.3149265581448347,0.31493226286014697,0.31488884416890695,0.07951258382596549,0.30465389598425074,0.10445212961981686,-0.01562894566134057,-0.006912814151954561,0.03723869903152316,0.03723719731373757,0.03948793121697387,0.005443865180107621,-0.0012975680467518218,0.06887519813734636,-0.013534917847748136,0.10597222905141239,0.013948100061102999,0.13548878426754185,-0.2714544558864474,-0.27142330467695747,0.5838772149270299,0.5839161835725625,0.6704068903493199,0.09969558270416769,-0.023109530225462586,-0.09091499584693362,-0.08805449260861821,1.0,0.15184325253404193,0.1286407495643172,-0.012913603355054166,0.008149941429056656,,0.010737655644310989,-0.009199191719276995,0.0042541931785759135,0.0023154791767187465,0.160327914439158,0.033050411399880894,-0.011180438836999217,-0.0073830860236139524,0.02875405210492597,-0.05114659913782591,0.02359601759125133,0.016683958802239763,0.0027030130796886036,-0.0014931010314801613,0.043357235648072374,0.0014012840751029174,0.12023721420242496,-0.023771447806536845,0.00466349132886134,0.010557162599694525,0.06142824137937141,0.13104418097998266,0.07507921945794617,-0.0019636784681004685,0.00020076915467966285,-9.178755963563426e-05,0.0423771314535276,0.055184233517511054,-0.016773076549211053,-0.03609949695928841,0.1582567663488775,-0.014660664259292031,0.003310626323490528,-0.03301067800657279,0.0052633768281918165,-0.011812943754437831,0.03189321597628711,0.01921978072134578,0.06737235799125339,0.11707812895811842,0.0591473251660296,0.05841321377401018,0.10759380048672722,0.01719789189050428,0.06866093746731443,0.006193690867874974,0.0031669790143762843,-0.009752547642409112,0.04698893493301417,0.040213391103910257,-0.0008684946929280113,-0.014932521066344082,-0.006882849153600324,0.1619195484939141,0.0980957561081748,0.11431449842033509,0.07065441310650232,0.0025504237221612887,0.0099891484629986,0.0099891484629986,-0.01638761187958563,0.010795729334838577,-0.0007074167485923674,-0.003030845673376793,-0.011028305943651577,0.006160015295562535,-0.007242450905748111,-0.008617366969491634,0.004067509170618587,,-0.0009603664101101544,,-0.0024699716582899213,0.0020254264661838813,0.0015465283771485775,-0.004586533761564319,-0.010517826177681848,-0.023287306013726392,0.00586738696153508,0.030369995779306967,0.029601728959947685,0.026853249143204992,0.028565331217194588,0.00023536504003823468,-0.00045791475571742616,0.02849600329205546,0.009535734824038609,0.027513402250411757,-0.020356102410213784,0.010530023346652128,0.028080261471857475,0.027408329905837185,-0.18995246619993875
last_fico_range_high,0.1477287588396905,,0.09051925654327884,0.09051053404740507,0.0905605033040166,-0.34657113651687677,0.05905948666865888,0.05195675523721791,-0.034655014359548764,-0.09621184560580431,0.40046311461232503,0.4004616735099198,-0.1253378146531651,0.031672139707078543,0.04014952473789652,0.0010650734829608603,-0.07102128475873071,0.054228792815486614,-0.19128868979883232,0.02626861988738867,0.17954468983194777,0.17954298805789912,0.12714871150028717,0.12717509920376355,0.19977780972889975,-0.06807315253898971,-0.11186731168238098,-0.28696540210953747,-0.2783149231976062,0.15184325253404193,1.0,0.8439270674523685,-0.0332718122105356,0.031185460930265998,,0.029749099053932766,-0.014303932821684661,-0.00978613946595481,-0.0166375989838138,0.08955804674737186,-0.08842341586332658,0.0030698962052451762,-0.01087601474902967,-0.03466884996249669,0.049221559370580335,0.013094619559486452,-0.07614177186138013,-0.0785559132471366,-0.08825988718886564,0.07084285109848418,-0.1675646264951053,0.18648094944300705,-0.020567094608140362,0.037232259451960785,-0.07114733591888879,-0.14543114008609978,0.08903633122685109,0.2610632002517022,-0.2063464752657667,-0.017500424883622436,-0.00659136056481091,0.04210139295234433,0.12750592564521948,0.1007095015501358,0.09695906293619723,0.09332805045589908,0.08899932684145768,0.009381024469718996,0.08040506230772337,0.014616027465781268,-0.0779930247446818,-0.045565301482041035,-0.09849088157588418,0.031820801662879344,0.045800137101821174,-0.014949534065728444,0.00027483145686006086,0.03065496645954543,-0.09791504603457152,0.002352881378247795,-0.0012632470761905952,-0.010842259741162905,-0.05354518697125263,-0.13273154040522434,0.13568983533208914,-0.19341801200218725,-0.07049947528670099,-0.02621257970266208,0.12314912876394554,0.023871556395617118,0.22348421928141882,0.025324854444894393,0.02371805651814371,0.06619997251720997,0.06619997251720997,0.02230308967906487,0.037783130502188976,0.019424745901911348,-0.040728106831373276,0.021392267656128176,0.021150569630298852,0.0039036710216080405,0.0007300850628187282,0.007005283391202035,,-0.018948608900769142,,-0.007602648876209676,-0.01344360103616524,-0.013057529309690017,-0.020809756581123353,-0.02339458639731932,-0.06579701797326896,0.005403529836676475,-0.0020080056856943396,-0.002126979071277622,0.0008207600812455146,-0.006204232046627538,-0.00037794539458223974,-0.00016485763673274476,-0.004579383791985575,0.003508729907824755,-0.0009028473485318183,0.002916733211798111,0.0033641081541596007,-0.0025000669671449123,-0.0035426815436146145,-0.6194618914477519
last_fico_range_low,0.1270383002848716,,0.0743477928594366,0.07434128284516216,0.0743830018163041,-0.26768869164013426,0.05060046994443317,0.04815918877042321,-0.020942629888993272,-0.05609416752154278,0.2917315670075916,0.29173016431204885,-0.09652989734518923,0.01866925185136601,0.028054149928905987,0.012553668988866706,-0.0613710289575559,0.05159422909017563,-0.13705006856230317,0.04396241307651729,0.15734058567244572,0.15733557215464966,0.11810075086028318,0.11811828602728636,0.17507289127140607,-0.03693509752527,-0.0807276406935633,-0.24492165456574438,-0.23724119692879433,0.1286407495643172,0.8439270674523685,1.0,-0.02207550917023531,0.01737338522830459,,0.024761903539439228,-0.008789290446631421,-0.005632752931084196,-0.010303469434936431,0.08605619522828484,-0.0689270944505194,0.01604776543874147,-0.00045886976184727113,-0.01676974935870519,0.037618593537797416,0.024638088711290557,-0.05596575776712336,-0.06353033937103927,-0.07205418808761968,0.059538683614856196,-0.11645442857044029,0.1460977598556675,-0.00846015068321285,0.040261277871311084,-0.04943492432903643,-0.11293719047947699,0.08216898447248829,0.19036371720027892,-0.14625794845278564,-0.008934276189100379,-0.008817747372735767,0.046976068541353756,0.11240694178770969,0.0812514985033923,0.07496600751661296,0.0849508832821912,0.0756875217463171,0.005966884865597999,0.0599346855314879,0.009701562711255883,-0.048441646199527996,-0.04002887545557153,-0.07446107383285741,0.017372473751357757,0.038276599402465694,0.011350965454074963,0.0019896277793252687,0.034756082426326246,-0.07409048663940594,0.013457220631811656,-0.0005517714388834417,-0.007446483527004843,-0.03389720199955193,-0.10301714475641124,0.08424504855209136,-0.1380207095210246,-0.057509174277408696,-0.026271452963778683,0.11066447814432798,0.03852413154195397,0.1695087663660925,0.03866624011074993,0.01990056237053131,0.044698594483503475,0.044698594483503475,0.020060705374042722,0.02918454651176915,0.014933007645259665,-0.0274210406987606,0.017363438251818065,0.016260904033701996,0.0037708401768305378,0.002659799135136912,0.004256737185475269,,-0.014330617678380259,,-0.008657248831946185,-0.01066724093587384,-0.009748096798095133,-0.01490278097506923,-0.013431971061444009,-0.050571146027345346,0.00482084256033912,-0.004902524881025993,-0.00486761840434204,-0.0011578489750546088,-0.008648580451843496,0.002429219513408834,-0.003153945318525647,-0.007244939926724764,0.003525040794830567,-0.004041785735532982,0.005888863321667653,0.0042245634100143495,-0.004688627876273964,-0.006251770809741062,-0.5674730588401099
collections_12_mths_ex_med,0.015743246648876583,,-0.0241438165418603,-0.02414243797872657,-0.024151914651683825,0.01997961441309217,-0.019592576855284843,-0.005872811872679475,-0.008971754308649427,0.05915068858583654,-0.0758079646561844,-0.07580645381959977,0.01441788419039928,-0.022845245824126188,-0.015347516560317406,0.0087301647975724,0.01734022294020985,-0.02872825741459274,-0.03477767788677393,0.005972596922146095,-0.010579513631511285,-0.01057948978752492,-0.019021466639247902,-0.019029529773890264,-0.02067227064868889,-0.0072119466124475635,0.005228741898122428,0.0040326636856104475,0.004666340581043407,-0.012913603355054166,-0.0332718122105356,-0.02207550917023531,1.0,-0.10241300968902471,,-0.006241033364814301,-0.00013689101185594747,0.005238208627501144,0.046969000234147094,-0.012759210055098141,0.0011751124436354915,0.007064004161097292,0.0012823150216621669,-0.0029416706129100256,0.0038449755219431285,-1.9913354917341072e-05,0.00138528506806053,0.017513752901718752,0.019973418846145428,-0.024737057716565578,-0.013665457561486497,-0.0262792178426105,0.012806050979230384,0.0012591408987369203,0.01809430083037829,0.015558372405138682,-0.014292439566832257,-0.019948724172053976,-0.029816831616920825,0.031273240495722235,0.0028116782585199587,0.008034479825620966,-0.01144376673248785,-0.013204367216086461,-0.00835926802681862,-0.006934180520606049,-0.007120810431850584,-0.005158795652314041,-0.010108202514816103,0.002007295405625353,0.04675312264852988,-0.006314693243675246,0.008186308842519007,0.00012866058014914935,-0.013964932592296319,0.009662153312165767,0.005410322418880648,-0.002701275117667834,-0.0006916123029623362,0.008204641376440495,-0.003192713426492003,0.00017840486076153107,0.08941759524437015,0.012853468248086754,-0.05251324838691313,-0.027171942909871592,-0.001128938075167896,0.017266461047241763,-0.012666335153027073,-0.01614201618812335,-0.03183738366887141,-0.0033665477460604965,-0.00850917079740886,-0.006263145406907702,-0.006263145406907702,-0.0038627002830294,-0.006442516845896195,-0.003768744191273416,-0.0013865783374923807,-0.004071675138281658,-0.004383770140062287,-0.0005110173308229721,0.004918151832765986,-0.0030741676713249137,,0.009949298587675494,,-0.009716162847303015,0.003623020322640613,0.017056050049729952,0.006811343259777171,0.0014151902264588592,0.00024967659028035606,0.0049286431592447,-0.015276832060109265,-0.015130123374659488,-0.013899928025727334,-0.016435223465352426,-0.0017724628952269653,0.004747661071346897,-0.01371938349750356,-0.006529219091017531,-0.007322196202110402,0.0030687369239226947,-0.006928749497216384,-0.00762703670160877,-0.015802102518948032,0.006940945367530203
mths_since_last_major_derog,0.02478010989170657,,-0.002249677384897606,-0.002263817881944957,-0.0022451417965580183,-0.014698135221639189,-0.0059223559434188715,-0.009546672994713202,0.010972292076446271,-0.34818532492268583,0.027891430398609172,0.027890584819784504,-0.01412890600077593,0.493685449187805,-0.005584388171402221,0.00825629375447836,0.033122831192778875,0.0002822828596639982,0.0017247856081752913,-0.02308980476602175,0.014396139157310174,0.014387014933798795,-0.012039445746285356,-0.01201944283850298,-0.00814582986053011,-0.015765049604492234,-0.014713843562596338,-0.011606783662046604,-0.011103284053142216,0.008149941429056656,0.031185460930265998,0.01737338522830459,-0.10241300968902471,1.0,,-0.0015047592084327878,0.0037872259232474012,-0.07767769859156069,0.017186581542066977,-0.01331779253351189,0.008312376252376378,-0.004825338746940846,0.026786882281226318,0.034873094111892426,-0.012938270844137118,0.000143511955874324,0.0068612997898331,0.01331063197318323,0.03465378371313873,0.0018736393782554676,0.001785476959278047,0.006443728296968376,0.01243711004720239,0.005970525938196896,0.0026547691092353312,0.06490523345360222,-0.021935269337468782,0.008268449492768358,0.006998103809306602,-0.19849854773200074,-0.061801935978759666,-0.008900218158990728,-0.00920420393964244,-0.03872577637401784,-0.03533363645978668,-0.0271157928884708,-0.046102627823932,0.3224431085240899,0.010581665690122267,0.34229847187828183,-0.07233008307715273,0.024113827551335038,0.021013785652378762,0.013242854982688889,-0.0023419311873279914,-0.013842453673013996,0.02089534039354608,-0.012733607150070929,0.025488075490482986,0.009856207082458556,-0.09989057096478951,-0.004710961672725263,-0.4618243464106799,0.0345080967298782,0.08864704507221724,0.007255493021803029,0.03667382719712532,0.00577004871035667,-0.016217796692684503,-0.006475515081179919,0.008405413330936343,-0.009100615931165987,0.005655308943813365,0.004500688347132718,0.004500688347132718,-0.003042010715162756,0.004895514757443337,0.004933748369990999,0.0021425872525591434,0.005359478052150556,0.0007645012604017245,-0.0028364158302226906,-0.004371185115153877,0.04566927123853634,,-0.003479956735874522,,0.0027735809455982983,-0.00021102859650692666,-0.004079439145703125,-0.004510456557933731,-0.0016175645242011171,-3.492463149068459e-06,-0.0014216534063352534,-0.005051021890101286,-0.004831958725356741,-0.00464136847742083,-0.005603346468648251,0.0012468885235233395,-0.002001075919348795,-0.003802714880937697,-1.3276883988423243e-05,-0.0032529854573697284,0.0030623576282113006,-0.0020747367544556674,-0.004023720175632577,-0.0033081849003181556,-0.011954638496239754
policy_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
annual_inc_joint,0.055732174127762886,,0.12074003970962714,0.12074056059722002,0.1207856285642901,-0.03299802301540668,0.10596583190054511,0.07252073657398093,0.013861833252844024,0.010263075386069171,0.05296252385617544,0.05296663357964665,-0.009706342876105578,-0.009501157684742498,0.0019441556949814714,0.042203379347661545,-0.016013164715675657,0.07329483217100345,0.0036306674973809044,0.047169286780121174,0.1400051854984546,0.14002604670304813,0.014651412067205702,0.014674734741610958,0.013092045614569102,0.01550636065591528,0.009959535813670503,-0.007280082619292472,-0.006950126969405515,0.010737655644310989,0.029749099053932766,0.024761903539439228,-0.006241033364814301,-0.0015047592084327878,,1.0,-0.15611126454692173,-0.0016335586917439943,-0.005848391482511158,0.13270998134858247,0.008197727936699812,0.03703829383521341,0.03537976585002167,0.02953158264160291,-0.0021764879249546116,0.08421339722760725,-0.014966779351154678,-0.0058781713834124075,-0.0069503562742948555,0.07887244053746893,-0.004033631384793528,0.08648104654551107,0.030741580711024702,0.03644603048572467,0.02256194061529317,0.007371538696982062,0.10194456080223245,0.05646496088630885,-0.008546430653081591,-0.0005070029757746453,-0.0002359283088682856,0.03173908760443744,0.04779243841022778,0.01589486901664563,-0.0014869360783231443,0.06276716505431586,0.016058439418217513,-0.008456371073268885,0.0037207593004177308,-0.00423593095654401,-0.00622690884304156,0.0190400529923645,0.01426345922215678,0.026491854935569735,0.02700607938483446,0.028740401771330578,0.023330515231883075,0.027374027803067354,0.015831038561046562,0.04264727884320448,-0.0009859908638660396,-0.0003582041746768414,-0.00020807858818248882,0.007973831603939184,0.002542078934576127,-0.00903929778219113,-0.019745051093705324,-0.003067743561276059,0.13786381790775568,0.09360114952554395,0.07959678400637014,0.0896030845076251,0.5332999632808871,0.12269382674183779,0.12269382674183779,0.12256954196893538,0.27784074806808606,0.2803480954511953,-0.0022573218131853087,0.18683152348779078,0.24264897245507402,0.010216770261132942,-0.006252363669518775,0.026149846341662897,,0.004980613463879085,,-0.000509734382465867,0.005483680533663836,0.007714097315206689,0.004381994298239791,-0.002659786404805355,-0.0036036397191815134,0.0004634383137792531,-0.007871995901999978,-0.0077115556832226765,-0.006603750119304119,-0.009428099050950307,0.008097741473321084,0.004478702186731729,-0.007260190944602419,-0.0029251747960457072,-0.004747629475512835,0.002759569548970041,-0.0031874814721146454,-0.005170867431806839,-0.008713144838634045,-0.018517641667282043
dti_joint,0.012029748079132587,,0.017864119192033893,0.017881639331764808,0.017888330517743016,0.05770040444890956,0.023273507708873122,-0.017854893995955672,0.18006592110610112,-0.007387157157417175,-0.01776206899865316,-0.017764169893281355,0.0039797810733905,0.004121263722209783,0.010159887836946331,0.05774238938276662,-0.004172150978582095,0.04032067709113957,0.04224462260365358,0.04662464466362304,0.030400815284428295,0.030397528877833757,-0.0077113822022247345,-0.007707602633148693,-0.015485423773771628,0.018471801127389383,-0.0010082104156733907,0.0041536822174546685,0.0037184078792667635,-0.009199191719276995,-0.014303932821684661,-0.008789290446631421,-0.00013689101185594747,0.0037872259232474012,,-0.15611126454692173,1.0,-0.0004575876113828691,0.002714409391842961,0.0076344109802187485,0.011706441254152869,0.06160617804682518,0.043325824981110136,0.06359396158360447,-0.046190055228905895,0.07506112907002777,-0.009369747803974511,-0.002874526312824112,0.0027182584820318366,0.03162241225494578,0.04874948919986152,0.025480918807569045,0.030708054405932633,0.052597678131823825,0.014691023533902411,0.02384162249783192,-0.02515906967030726,-0.008659233771110034,0.0386505715100141,0.0006922177713283887,-0.0007146536819993643,0.019282860157340837,0.014458458962658455,-0.007393021088741491,-0.01655651695134911,0.00029038958204474346,-0.003770486093165766,0.0001684933083955297,0.0022280895699815163,-0.0008258839140577899,-0.0058012054885941446,0.04326288845634001,0.05197598538234391,0.030262985889536395,0.020630307714164096,0.04814163790193188,0.03756473070348767,0.02539022436227845,0.05375296288218755,0.05792799604611322,-0.000362373950600451,-0.0012946572762088117,-0.0021733777799519617,0.012353131607448702,0.02337574755858326,0.03369624547074115,-0.004484713685159411,-0.0019834672054559912,0.011919905881939861,0.07177221025090567,0.017744899467799953,0.08074796655505438,0.3753765715357664,0.01315421940901746,0.01315421940901746,0.0738733737354695,0.03430821455571013,0.3067593052168828,0.15611704666269505,0.22808907617605215,0.20344702333109319,0.010568531969057706,0.005162714074219575,0.020349059925565568,,0.006646936960289902,,-0.0015134717333546788,0.0014243101244080176,0.0029488784960452997,0.0011639709642369451,0.0018139160692511008,0.003925320195623017,-0.00031978709955669755,-0.0016006873059174992,-0.0015680634803016285,-0.0013428029078032947,-0.0019171044621551733,0.003129189676271364,-0.0009751223442648021,-0.001476283223243329,-0.0005948034300207014,-0.0009653803596011745,0.0005611293503989325,-0.0006481407248907749,-0.0010514413322510762,-0.0017717260668643708,0.010264966006806755
acc_now_delinq,-0.02358829205254114,,-0.0014732830472818873,-0.0014725967392271182,-0.0015055296535688943,0.01691041778123378,0.00017168434680751577,0.011804379278395416,-0.0008000081104911535,0.10807710445305993,-0.03793331718906401,-0.0379325604105052,0.00011887384636805101,-0.12356650806454923,-0.006613742579462185,0.01432701793400985,-0.002508992224170468,5.147068315152867e-05,-0.023828120381085602,0.023941308978626206,-0.02055818304756351,-0.020562654063701058,0.01628171145107517,0.01625164714125125,0.012395254943337649,0.01878641188653666,0.006334281239006263,0.009815918567983875,0.008888423212471136,0.0042541931785759135,-0.00978613946595481,-0.005632752931084196,0.005238208627501144,-0.07767769859156069,,-0.0016335586917439943,-0.0004575876113828691,1.0,-0.0010811555122113442,0.022029639590745546,-0.004665532512937812,0.0008009716502531308,-0.009838795170085395,-0.006489715912890642,-0.0005769708744193517,0.0015854063569565057,-0.005311025581840563,-0.006145560302178436,-0.008360385385307912,-0.0036013836032424552,-0.009500003607937272,0.0086023832668588,-0.009079946042449865,-0.003837135421203598,-0.007792866090473722,-0.004621943484046993,0.015142899912703551,0.011387071167479982,-0.018846140109964642,0.04429570415765538,0.16219411196681907,0.015610248740536266,0.026713750756186767,0.001533326894109163,0.002399995028997936,0.02743910017795334,0.007424744947502955,-0.07066598484585103,0.0010462216900948393,-0.09120743334724184,0.015171909797223545,-0.009227705910260908,-0.002428625528896862,-0.004814891405052604,0.012174739692807886,0.007577813138873245,0.010210400898300127,0.02135200443891657,-0.0019267067842363328,0.0055992403858688535,0.39503267522649743,0.803492540749377,0.05405403127389476,-0.008474348496099238,-0.03760092862086594,-0.017159124737566315,-0.009779032008047037,0.0030074058391745973,0.025412879780816557,0.008363999314943594,0.004581718906006187,0.01336410871043935,-0.0036312101579893488,-0.002087050451078292,-0.002087050451078292,-0.0069325095247443165,-0.002656518235352169,-0.0024898541875682714,0.00029037690749512854,-0.0021662641011067868,-0.0015364640412617672,-0.001293869740908676,-0.0009792238931489912,0.0024519330166403834,,-0.0017010103838517904,,-0.006300383874768911,-0.0017483843280114918,-0.003137939757438945,0.004389398380543487,0.002251105646581006,-0.0021775495224406437,0.004605530978840923,-0.00557597667459178,-0.005701399131079312,-0.004103977788941617,-0.002361820580283503,0.0033327428892355225,0.0002446395013525987,-0.003974327278807648,-0.0036713395826934968,-0.0006574752801149501,-0.0015397831962346066,-0.004000556449992763,0.00045595311913102714,-0.003365679409760547,0.0044668015182409955
